latest.student.size,tuition_in_state,latest.cost.tuition.out_of_state,median_debt,latest.aid.median_debt.noncompleters,latest.repayment.3_yr_repayment.overall,earnings_10yr,earnings_6yr,completion_rate,latest.academics.program_percentage.business_marketing,latest.academics.program_percentage.computer,latest.academics.program_percentage.health,latest.academics.program_percentage.social_science,latest.academics.program_percentage.humanities,school_name,state,school.school_url,school.institutional_characteristics.level,debt_to_earnings_ratio
5632,7050.0,14650.0,19000.0,7173.0,882.0,42205.0,37284.0,0.3422,0.2024,0.0165,0.264,0.0,0.1518,Louisiana State University-Alexandria,LA,www.lsua.edu/,1,0.5096019740371205
5625,5898.0,17610.0,26000.0,9250.0,3632.0,44544.0,39190.0,0.4176,0.1036,0.1027,0.1541,0.0394,0.0214,Columbus State University,GA,www.columbusstate.edu/,1,0.6634345496300077
5616,9840.0,9840.0,17100.0,10664.0,4483.0,64705.0,54828.0,0.4357,0.2542,0.1647,0.0922,0.0197,0.0041,Metropolitan State University,MN,www.metrostate.edu/,1,0.3118844386080105
5613,8414.0,24734.0,20500.0,8000.0,735.0,48472.0,45037.0,0.4881,0.1149,0.1176,0.2543,0.0283,0.0,Augusta University,GA,www.augusta.edu/,1,0.45518129537935476
5612,8250.0,20850.0,18000.0,11000.0,3131.0,47626.0,37382.0,0.4855,0.059,0.0295,0.0121,0.0863,0.0288,California State Polytechnic University-Humboldt,CA,www.humboldt.edu/,1,0.4815151677277834
5598,12416.0,27266.0,20470.0,6500.0,4675.0,52231.0,43756.0,0.5124,0.1019,0.0,0.1373,0.0438,0.0522,University of Northern Colorado,CO,https://www.unco.edu/,1,0.467821555900905
5562,9577.0,9577.0,20836.0,10874.0,5382.0,51892.0,49189.0,0.1111,0.5687,0.0823,0.0723,0.087,0.0,Franklin University,OH,www.franklin.edu/,1,0.42359064018378095
5549,41342.0,41342.0,28312.0,9500.0,2341.0,50416.0,41623.0,0.6441,0.188,0.0161,0.1312,0.0059,0.055,Colorado Christian University,CO,https://www.ccu.edu/,1,0.6802008504913148
5521,14984.0,33248.0,23250.0,9500.0,2051.0,82957.0,69295.0,0.6437,0.0329,0.1298,0.0,0.004,0.0,Missouri University of Science and Technology,MO,https://www.mst.edu/,1,0.33552204343747744
5520,42432.0,42432.0,23577.0,9500.0,5421.0,59950.0,47543.0,0.5707,0.122,0.0194,0.5262,0.0136,0.0022,Long Island University,NY,www.liu.edu/,1,0.49590896661969164
5519,8864.0,19652.0,25000.0,9713.0,3306.0,47021.0,39485.0,0.432,0.0918,0.0138,0.3369,0.0,0.2175,Northwestern State University of Louisiana,LA,https://www.nsula.edu/,1,0.6331518298087881
5519,9922.0,17272.0,29251.0,9500.0,3264.0,43371.0,33033.0,0.2709,0.1429,0.0265,0.2328,0.0516,0.0,Southern University and A & M College,LA,www.subr.edu/,1,0.8855084309629764
5485,67642.0,67642.0,21500.0,8250.0,913.0,78158.0,67722.0,0.8915,0.2236,0.0299,0.0,0.2117,0.0,Wake Forest University,NC,www.wfu.edu/,1,0.3174743805558017
5484,9532.0,22887.0,21500.0,5746.0,6179.0,45872.0,42873.0,0.3627,0.207,0.0498,0.0201,0.0384,0.0786,Purdue University Fort Wayne,IN,www.pfw.edu/,1,0.5014811186527651
5473,8825.0,18735.0,20880.0,8452.0,4053.0,57566.0,46358.0,0.6036,0.2336,0.0324,0.0429,0.0303,0.0077,State University of New York at Oswego,NY,https://www.oswego.edu/,1,0.4504076966219423
5472,,,25250.0,9500.0,2563.0,31632.0,24375.0,0.4129,0.0,0.0,0.0,0.0,0.0,Los Angeles Film School,CA,www.lafilm.edu/,1,1.035897435897436
5457,12919.0,43155.0,14615.0,8413.0,10786.0,78466.0,62979.0,0.6532,0.2307,0.1936,0.1348,0.0262,0.0134,University of Washington-Bothell Campus,WA,https://www.uwb.edu/,1,0.232061480811064
5447,60965.0,60965.0,27000.0,12000.0,1309.0,103470.0,85038.0,0.8971,0.0085,0.2026,0.0,0.0017,0.0009,Worcester Polytechnic Institute,MA,https://www.wpi.edu/,1,0.31750511536019194
5439,9432.0,12942.0,23592.0,8782.0,3715.0,51926.0,46290.0,0.5991,0.2009,0.0078,0.2809,0.0391,0.0522,University of South Dakota,SD,https://www.usd.edu/,1,0.5096565132858069
5392,10180.0,21682.0,29000.0,12500.0,3893.0,44666.0,33412.0,0.385,0.1468,0.041,0.0958,0.0896,0.0,Norfolk State University,VA,www.nsu.edu/,1,0.8679516341434216
5373,58350.0,58350.0,26000.0,6500.0,1159.0,88794.0,73693.0,0.843,0.4564,0.0246,0.1856,0.0502,0.0047,Fairfield University,CT,fairfield.edu/,1,0.3528150570610506
5368,34088.0,34088.0,25000.0,8235.0,6265.0,42195.0,32596.0,0.5155,0.0256,0.0062,0.0,0.0,0.0016,Columbia College Chicago,IL,www.colum.edu/,1,0.7669652718124923
5350,48986.0,48986.0,26244.0,8250.0,2652.0,74742.0,62627.0,0.7749,0.1345,0.0376,0.3931,0.0408,0.0016,Duquesne University,PA,www.duq.edu/,1,0.41905248534976924
5330,3648.0,7648.0,25000.0,9500.0,2986.0,43407.0,37126.0,0.4354,0.1404,0.0357,0.0615,0.0972,0.0,University of North Carolina at Pembroke,NC,https://www.uncp.edu/,1,0.6733825351505683
5287,60492.0,60492.0,23000.0,7625.0,2162.0,89812.0,69951.0,0.7006,0.2093,0.0533,0.1963,0.1043,0.0,University of San Francisco,CA,https://www.usfca.edu/,1,0.32880158968420753
5276,49110.0,49110.0,25000.0,8750.0,2448.0,75482.0,63688.0,0.6715,0.111,0.0391,0.3028,0.0577,0.0284,Adelphi University,NY,www.adelphi.edu/,1,0.3925386258007788
5221,15612.0,32567.0,25000.0,8750.0,3827.0,68804.0,51475.0,0.5207,0.2829,0.0426,0.1906,0.0853,0.0087,University of Massachusetts-Dartmouth,MA,www.umassd.edu/,1,0.48567265662943176
5198,55480.0,55480.0,24454.0,8750.0,1731.0,78892.0,66525.0,0.8629,0.2716,0.0511,0.0785,0.0855,0.0,Gonzaga University,WA,https://www.gonzaga.edu/,1,0.3675911311537016
5182,47750.0,47750.0,25000.0,8000.0,2014.0,77819.0,62546.0,0.796,0.2805,0.0757,0.0205,0.0365,0.0,Marist University,NY,www.marist.edu/,1,0.39970581651904197
5166,8624.0,21224.0,16705.0,9000.0,2600.0,65986.0,52179.0,0.5759,0.1996,0.0285,0.0368,0.0939,0.0606,Sonoma State University,CA,https://sonoma.edu/,1,0.32014795224132314
5144,10576.0,17308.0,21500.0,8000.0,3828.0,58532.0,51288.0,0.5694,0.1461,0.0414,0.193,0.0172,0.0258,Winona State University,MN,www.winona.edu/,1,0.4192013726407737
5129,45312.0,45312.0,24575.0,13000.0,1331.0,61389.0,50955.0,0.737,0.4049,0.0343,0.002,0.0343,0.0,High Point University,NC,www.highpoint.edu/,1,0.48228829359238545
5097,8533.0,19653.0,21028.0,6923.0,5322.0,52334.0,40877.0,0.3331,0.134,0.0501,0.0529,0.0638,0.0757,SUNY Buffalo State University,NY,https://suny.buffalostate.edu/,1,0.5144213127186438
5088,10245.0,10245.0,21058.0,8750.0,6492.0,55813.0,47215.0,0.4032,0.1888,0.0674,0.093,0.0248,0.0667,Saint Cloud State University,MN,https://www.stcloudstate.edu/,1,0.4460023297680822
5074,10043.0,22650.0,26500.0,9585.0,3661.0,45543.0,33630.0,0.3944,0.1848,0.0379,0.0032,0.0711,0.0,Virginia State University,VA,www.vsu.edu/,1,0.7879869164436515
5049,11300.0,27299.0,20500.0,7879.0,3308.0,56318.0,46882.0,0.4813,0.191,0.0356,0.2331,0.0338,0.0018,Rhode Island College,RI,www.ric.edu/,1,0.4372680346401604
5043,9218.0,19938.0,22985.0,11250.0,2352.0,54537.0,43877.0,0.382,0.1638,0.1268,0.0304,0.0449,0.0,Bowie State University,MD,www.bowiestate.edu/,1,0.5238507646375093
5024,14112.0,35112.0,20000.0,11000.0,5339.0,53037.0,47564.0,0.5664,0.2248,0.0891,0.0864,0.0987,0.0274,University of Missouri-St Louis,MO,https://www.umsl.edu/,1,0.42048608191068876
5022,9190.0,21290.0,21500.0,8062.0,2197.0,46769.0,40430.0,0.542,0.1349,0.0237,0.2881,0.0164,0.0729,University of Louisiana at Monroe,LA,www.ulm.edu/,1,0.5317833292109819
5013,7159.0,19759.0,15000.0,8915.0,1649.0,62152.0,46785.0,0.5132,0.1624,0.0361,0.1449,0.0956,0.0541,California State University-Channel Islands,CA,www.csuci.edu/,1,0.3206155819172812
5005,8489.0,9989.0,23000.0,8250.0,2496.0,46453.0,38713.0,0.4704,0.1638,0.02,0.1971,0.0295,0.1714,McNeese State University,LA,www.mcneese.edu/,1,0.5941156717381758
4950,25826.0,25826.0,23879.0,11000.0,12424.0,45378.0,40747.0,0.4219,0.3039,0.0517,0.0982,0.0079,0.294,Columbia College,MO,https://www.ccis.edu/,1,0.5860308734385353
4949,9748.0,22158.0,22000.0,11220.0,4426.0,45265.0,40040.0,0.4165,0.1263,0.0383,0.2489,0.0383,0.112,University of Arkansas at Little Rock,AR,ualr.edu/www/,1,0.5494505494505495
4948,53260.0,53260.0,25500.0,8750.0,1931.0,86881.0,66438.0,0.7884,0.4098,0.0179,0.2011,0.0472,0.0066,Saint Joseph's University - Philadelphia,PA,https://www.sju.edu/,1,0.38381649056262984
4898,16777.0,27708.0,21000.0,9250.0,2487.0,67541.0,53872.0,0.6981,0.2555,0.0594,0.1091,0.0914,0.0009,Ramapo College of New Jersey,NJ,www.ramapo.edu/,1,0.3898128898128898
4866,10560.0,16600.0,21024.0,8250.0,3197.0,44213.0,38863.0,0.5254,0.1556,0.0161,0.0462,0.0181,0.0,The University of Tennessee-Martin,TN,https://www.utm.edu/,1,0.5409772791601266
4848,8616.0,22416.0,27000.0,9500.0,4981.0,42730.0,34160.0,0.3399,0.1819,0.0315,0.2011,0.0506,0.0164,Tennessee State University,TN,www.tnstate.edu/,1,0.7903981264637002
4841,47332.0,47332.0,27000.0,8750.0,2422.0,60126.0,49829.0,0.6307,0.1182,0.0291,0.1209,0.0145,0.01,University of New Haven,CT,www.newhaven.edu/,1,0.5418531377310402
4814,11536.0,19502.0,24218.0,9500.0,3313.0,56148.0,44290.0,0.4312,0.1355,0.0353,0.1784,0.0315,0.0,East Stroudsburg University of Pennsylvania,PA,https://www.esu.edu/,1,0.546805147888914
4813,32950.0,32950.0,21500.0,8250.0,1437.0,46744.0,36314.0,0.4255,0.1563,0.0,0.0427,0.006,0.1016,Southeastern University,FL,https://www.seu.edu/,1,0.592058159387564
4801,,,24166.0,9500.0,3840.0,61480.0,58951.0,0.6146,0.0,0.0,1.0,0.0,0.0,Galen College of Nursing-Louisville,KY,www.galencollege.edu/louisville,1,0.40993367372902917
4776,64144.0,64144.0,11000.0,5784.0,413.0,89718.0,79751.0,0.9464,0.0496,0.1525,0.0243,0.0823,0.0,Rice University,TX,www.rice.edu/,1,0.13792930496169328
4772,7810.0,17290.0,17367.0,8250.0,3685.0,45379.0,41207.0,0.3536,0.1735,0.039,0.1206,0.0061,0.0746,Northeastern State University,OK,https://www.nsuok.edu/,1,0.4214575193535079
4763,13575.0,13575.0,12188.0,5250.0,,,,,0.213,0.0067,0.3544,0.0116,0.0,Ana G. Mendez University,FL,www.agmu.edu/,1,
4748,9892.0,25746.0,22934.0,8254.0,4655.0,51450.0,44882.0,0.4187,0.0833,0.0274,0.0285,0.0362,0.1447,Texas A&M University-Kingsville,TX,https://www.tamuk.edu/,1,0.510984358985785
4737,8149.0,9242.0,22675.0,8250.0,2222.0,45454.0,38829.0,0.538,0.1779,0.0,0.2551,0.0235,0.0792,Nicholls State University,LA,www.nicholls.edu/,1,0.5839707435164438
4729,21650.0,21650.0,24534.0,9500.0,1295.0,44498.0,42066.0,0.5692,0.2025,0.0424,0.0246,0.015,0.0164,Regent University,VA,https://www.regent.edu/,1,0.5832263585793752
4643,8831.0,19781.0,19812.0,6103.0,2566.0,60386.0,49723.0,0.6881,0.1228,0.0124,0.0108,0.049,0.0,SUNY Oneonta,NY,https://suny.oneonta.edu/,1,0.3984473985881785
4638,9172.0,14008.0,18750.0,8206.0,2429.0,47872.0,38410.0,0.3799,0.2433,0.052,0.0101,0.0456,0.0,University of New Orleans,LA,new.uno.edu/,1,0.4881541265295496
4627,3876.0,16579.0,15000.0,9000.0,7773.0,71588.0,56398.0,0.8468,0.2111,0.0759,0.1109,0.0944,0.0107,University of Florida-Online,FL,https://www.ufonline.ufl.edu/,1,0.2659668782580943
4624,21600.0,21600.0,26000.0,12500.0,4400.0,53278.0,45711.0,0.4933,0.2906,0.1167,0.0469,0.0375,0.0,Lindenwood University,MO,https://www.lindenwood.edu/,1,0.5687908818446326
4600,8965.0,11965.0,30470.0,14625.0,4123.0,39060.0,30530.0,0.5091,0.1344,0.0303,0.086,0.0303,0.0194,Jackson State University,MS,https://www.jsums.edu/,1,0.9980347199475925
4578,10024.0,14980.0,22250.0,8250.0,3630.0,43197.0,37131.0,0.5219,0.1255,0.0153,0.1579,0.046,0.1426,Morehead State University,KY,https://www.moreheadstate.edu/,1,0.5992297541138133
4562,9945.0,20949.0,18127.0,9500.0,3597.0,49774.0,42881.0,0.5296,0.0998,0.0214,0.3422,0.0305,0.1018,Washburn University,KS,www.washburn.edu/,1,0.4227280147384623
4555,17500.0,17500.0,21685.0,8545.0,4504.0,56309.0,50550.0,0.3843,0.4352,0.095,0.0376,0.0241,0.0021,Park University,MO,www.park.edu/,1,0.42898120672601386
4553,3336.0,10656.0,12937.0,6139.0,1817.0,40251.0,37491.0,0.2531,0.2147,0.0202,0.2752,0.0,0.1305,Dalton State College,GA,https://www.daltonstate.edu/,1,0.3450694833426689
4541,68268.0,68268.0,17500.0,7537.0,576.0,97434.0,82541.0,0.9554,0.0,0.0819,0.0,0.2768,0.0,Dartmouth College,NH,https://dartmouth.edu/,1,0.2120158466701397
4540,7750.0,7750.0,14250.0,7250.0,4275.0,24490.0,21596.0,0.3085,0.2205,0.028,0.4247,0.0,0.0,Universidad Ana G. Mendez-Cupey Campus,PR,uagm.edu/,1,0.6598444156325245
4535,62396.0,62396.0,14768.0,6490.0,587.0,143372.0,131633.0,0.9641,0.0136,0.3112,0.0,0.0091,0.0055,Massachusetts Institute of Technology,MA,web.mit.edu/,1,0.11219071205548761
4500,42312.0,42312.0,24199.0,9750.0,2530.0,58354.0,50231.0,0.6962,0.179,0.0298,0.2123,0.0392,0.0085,Mercer University,GA,https://www.mercer.edu/,1,0.4817542951563775
4491,12540.0,12540.0,24276.0,12500.0,3127.0,65703.0,55438.0,0.4286,0.3157,0.0269,0.0453,0.014,0.2349,University of Massachusetts Global,CA,https://www.umassglobal.edu/,1,0.4378945849417367
4474,61000.0,61000.0,25023.0,11250.0,1311.0,120959.0,86679.0,0.8679,0.9168,0.0508,0.0032,0.014,0.0,Bentley University,MA,www.bentley.edu/,1,0.2886858408611082
4474,,,,,,,,0.9294,0.0,0.0417,0.0,0.1888,0.0057,United States Naval Academy,MD,www.usna.edu/,1,
4468,7750.0,7750.0,14500.0,6750.0,4699.0,24328.0,21125.0,0.3426,0.1794,0.1111,0.245,0.0,0.0,Universidad Ana G. Mendez-Carolina Campus,PR,uagm.edu/,1,0.6863905325443787
4442,6410.0,6410.0,16250.0,5500.0,1977.0,31754.0,27544.0,0.5207,0.1402,0.0071,0.3074,0.0028,0.0028,Universidad del Sagrado Corazon,PR,www.sagrado.edu/,1,0.5899651466744118
4440,37090.0,37090.0,27000.0,10512.0,3160.0,56733.0,47625.0,0.5098,0.2785,0.0099,0.2547,0.0119,0.0059,University of the Incarnate Word,TX,www.uiw.edu/,1,0.5669291338582677
4411,14704.0,28320.0,25000.0,10750.0,3648.0,53230.0,45453.0,0.4031,0.1424,0.0543,0.3443,0.0338,0.001,University of Michigan-Flint,MI,www.umflint.edu/,1,0.5500187006358216
4410,15264.0,15264.0,25251.0,12000.0,5707.0,54163.0,43057.0,0.4522,0.1259,0.0333,0.0567,0.0414,0.1214,Western Illinois University,IL,www.wiu.edu/,1,0.5864551640848178
4408,,,,,,,,0.8706,0.0401,0.0513,0.0,0.2239,0.0,United States Military Academy,NY,www.westpoint.edu/,1,
4406,12705.0,12705.0,19750.0,8954.0,1659.0,45799.0,43562.0,0.3014,0.1273,0.0519,0.1087,0.048,0.0,National Louis University,IL,www.nl.edu/,1,0.4533767962903448
4398,10670.0,20634.0,26000.0,9500.0,2080.0,49307.0,37503.0,0.391,0.127,0.0322,0.1109,0.0691,0.1125,Delaware State University,DE,www.desu.edu/,1,0.693277871103645
4378,10611.0,17324.0,21500.0,6850.0,2950.0,47885.0,41695.0,0.5423,0.1682,0.0636,0.0891,0.0318,0.0418,Northwest Missouri State University,MO,https://www.nwmissouri.edu/,1,0.5156493584362634
4365,16828.0,31178.0,25000.0,6500.0,1644.0,60509.0,51931.0,0.7164,0.1442,0.078,0.0,0.1365,0.0,Christopher Newport University,VA,https://cnu.edu/,1,0.48140802218328166
4348,5180.0,16532.0,25706.0,12000.0,4253.0,49179.0,41633.0,0.3986,0.1898,0.0979,0.208,0.023,0.1258,Clayton  State University,GA,www.clayton.edu/,1,0.6174428938582375
4348,48856.0,48856.0,25000.0,8755.0,1525.0,73911.0,63090.0,0.8336,0.2363,0.0189,0.3176,0.0567,0.0,Creighton University,NE,https://www.creighton.edu/,1,0.3962593120938342
4345,7358.0,15308.0,11000.0,5500.0,1015.0,56945.0,46148.0,0.3225,0.152,0.0493,0.363,0.0567,0.0,CUNY York College,NY,www.york.cuny.edu/,1,0.23836352604663258
4317,47560.0,47560.0,26000.0,6500.0,1371.0,77235.0,61627.0,0.8038,0.2958,0.0177,0.1192,0.0894,0.0011,Butler University,IN,www.butler.edu/,1,0.4218930014441722
4299,13920.0,13920.0,40621.0,12592.0,37977.0,40092.0,36582.0,0.2143,0.794,0.1234,0.0,0.0,0.0,Strayer University-Georgia,GA,www.strayer.edu/campus-locations/georgia/chamblee,1,1.1104094910065059
4291,12338.0,19531.0,25000.0,9750.0,3260.0,56662.0,48209.0,0.4977,0.1622,0.024,0.2303,0.0384,0.0067,Salem State University,MA,www.salemstate.edu/,1,0.5185753697442387
4268,47550.0,47550.0,26889.0,8750.0,2535.0,67506.0,55856.0,0.6088,0.3466,0.0546,0.0,0.0993,0.001,Suffolk University,MA,https://www.suffolk.edu/,1,0.48139859639071897
4242,53540.0,53540.0,24000.0,6500.0,2565.0,63548.0,46305.0,0.7623,0.1005,0.0128,0.139,0.0385,0.0011,Ithaca College,NY,https://www.ithaca.edu/,1,0.5183025591188857
4229,63550.0,63550.0,27000.0,14830.0,1383.0,87054.0,69326.0,0.8582,0.4426,0.02,0.0495,0.1233,0.0063,Providence College,RI,https://www.providence.edu/,1,0.3894642702593544
4222,63462.0,63462.0,27000.0,10000.0,896.0,108772.0,90326.0,0.8688,0.124,0.2354,0.0,0.0057,0.008,Stevens Institute of Technology,NJ,www.stevens.edu/,1,0.298917255275336
4222,11284.0,27944.0,19060.0,8750.0,3741.0,49958.0,47107.0,0.4035,0.1831,0.031,0.249,0.1521,0.0097,University of Southern Maine,ME,usm.maine.edu/,1,0.4046107797142675
4207,8736.0,22320.0,20291.0,9500.0,2158.0,48866.0,40746.0,0.3801,0.1409,0.0268,0.0722,0.0198,0.0745,University of Alaska Fairbanks,AK,www.uaf.edu/,1,0.49798753251852945
4207,50640.0,50640.0,23250.0,8750.0,1710.0,64873.0,54758.0,0.6865,0.2231,0.018,0.2642,0.0525,0.0509,Xavier University,OH,https://www.xavier.edu/,1,0.42459549289601517
4206,40150.0,40150.0,19500.0,6500.0,869.0,58469.0,49466.0,0.7704,0.1904,0.0178,0.3497,0.0234,0.0033,Samford University,AL,www.samford.edu/,1,0.3942101645574738
4205,9008.0,17470.0,20500.0,6562.0,2983.0,54458.0,46524.0,0.57,0.1385,0.0314,0.0324,0.057,0.0079,University of Wisconsin-River Falls,WI,https://www.uwrf.edu/,1,0.4406327916774138
4188,13679.0,16217.0,21500.0,8746.0,4767.0,51989.0,42694.0,0.4736,0.1262,0.0254,0.0808,0.0381,0.0799,Eastern Illinois University,IL,https://www.eiu.edu/,1,0.503583641729517
4185,13168.0,43404.0,14615.0,8413.0,10786.0,78466.0,62979.0,0.6324,0.1852,0.1993,0.1033,0.0472,0.0229,University of Washington-Tacoma Campus,WA,https://www.tacoma.uw.edu/,1,0.232061480811064
4170,6126.0,16782.0,25000.0,9500.0,3176.0,45344.0,40557.0,0.4668,0.0966,0.0213,0.3674,0.0472,0.0652,Winston-Salem State University,NC,https://www.wssu.edu/,1,0.616416401607614
4164,7683.0,16706.0,36500.0,14250.0,2490.0,41109.0,25589.0,0.3616,0.1629,0.0575,0.0208,0.0224,0.0671,Grambling State University,LA,www.gram.edu/,1,1.4263941537379343
4162,8422.0,18842.0,14997.0,9500.0,1705.0,58526.0,43671.0,0.4457,0.212,0.0323,0.0645,0.1429,0.0392,SUNY Old Westbury,NY,www.oldwestbury.edu/,1,0.3434086693686886
4146,49075.0,49075.0,27000.0,9458.0,2535.0,60823.0,42581.0,0.5438,0.1233,0.0388,0.1804,0.0548,0.0685,University of Hartford,CT,www.hartford.edu/,1,0.6340856250440338
4114,,,,,,,,0.8751,0.1417,0.0267,0.0,0.1047,0.0,United States Air Force Academy,CO,www.usafa.edu/,1,
4088,8676.0,15284.0,19500.0,8250.0,2358.0,50105.0,43241.0,0.5774,0.182,0.0193,0.0808,0.0296,0.0683,University of Nebraska at Kearney,NE,www.unk.edu/,1,0.45096089359635533
4087,10580.0,12530.0,21030.0,7500.0,2475.0,55747.0,46637.0,0.4274,0.1191,0.0226,0.3711,0.0197,0.002,Midwestern State University,TX,www.msutexas.edu/,1,0.450929519480241
